Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,285.929993,286.429993,284.500000,284.679993,279.373322,90118300
2018-01-30,282.600006,284.739990,281.220001,281.760010,276.507813,131796400
2018-01-31,282.730011,283.299988,280.679993,281.899994,276.645203,108364800
2018-02-01,281.070007,283.059998,280.679993,281.579987,276.331146,90102500
2018-02-02,280.079987,280.230011,275.410004,275.450012,270.315430,173174800
2018-02-05,273.450012,275.850006,263.309998,263.929993,259.010132,294681800
2018-02-06,259.940002,269.700012,258.700012,269.130005,264.113220,355026800
2018-02-07,268.500000,272.359985,267.579987,267.670013,262.680450,167376100
2018-02-08,268.010010,268.170013,257.589996,257.630005,252.827606,246449500
2018-02-09,260.799988,263.609985,252.919998,261.500000,256.625458,283565300
2018-02-12,263.829987,267.010010,261.660004,265.339996,260.393860,143736000
2018-02-13,263.970001,266.619995,263.309998,266.000000,261.041565,81223600
2018-02-14,264.309998,270.000000,264.299988,269.589996,264.564667,120735700
2018-02-15,271.570007,273.040009,268.769989,273.029999,267.940521,111200300
2018-02-16,272.320007,275.320007,272.269989,273.109985,268.019012,160420100
2018-02-20,272.029999,273.670013,270.500000,271.399994,266.340881,86369700
2018-02-21,271.899994,274.720001,269.940002,270.049988,265.016083,98883700
2018-02-22,271.100006,273.049988,269.640015,270.399994,265.359558,110511300
2018-02-23,271.790009,274.709991,271.250000,274.709991,269.589203,92766400
2018-02-26,275.929993,278.010010,275.260010,277.899994,272.719757,86491400
2018-02-27,278.109985,278.920013,274.359985,274.429993,269.314423,99099200
2018-02-28,275.679993,276.190002,271.290009,271.649994,266.586273,121907800
2018-03-01,271.410004,273.170013,266.000000,267.700012,262.709869,176855100
2018-03-02,265.799988,269.720001,264.820007,269.079987,264.064148,139083200
2018-03-05,267.730011,272.890015,267.609985,272.190002,267.116180,97307400
2018-03-06,273.299988,273.390015,271.179993,272.880005,267.793335,79213200
2018-03-07,270.420013,273.179993,270.200012,272.779999,267.695221,87063500
2018-03-08,273.549988,274.239990,272.420013,274.100006,268.990601,66901200
2018-03-09,275.700012,278.869995,275.339996,278.869995,273.671661,113625300
2018-03-12,279.200012,279.910004,278.079987,278.519989,273.328217,71924800
2018-03-13,279.839996,280.410004,276.029999,276.720001,271.561768,91968900
2018-03-14,277.809998,278.019989,274.670013,275.299988,270.168213,105895100
2018-03-15,275.880005,276.609985,274.429993,275.000000,269.873779,83433000
2018-03-16,274.500000,275.390015,274.140015,274.200012,270.166473,100343700
2018-03-19,273.350006,274.399994,268.619995,270.489990,266.510986,109208400
2018-03-20,270.940002,271.670013,270.179993,270.950012,266.964264,59757300
2018-03-21,270.899994,273.269989,270.190002,270.429993,266.451904,78709600
2018-03-22,267.910004,268.869995,263.359985,263.670013,259.791351,148785900
2018-03-23,264.170013,264.540009,257.829987,258.049988,254.253998,183534800
2018-03-26,262.130005,265.429993,259.410004,265.109985,261.210175,141956100
2018-03-27,266.170013,266.769989,258.839996,260.600006,256.766510,129941400
2018-03-28,260.750000,262.640015,258.579987,259.829987,256.007782,146452300
2018-03-29,261.119995,265.260010,259.839996,263.149994,259.278992,111601600
2018-04-02,262.549988,263.130005,254.669998,257.470001,253.682541,186286300
2018-04-03,258.869995,261.309998,256.839996,260.769989,256.934021,119956900
2018-04-04,256.750000,264.359985,256.600006,263.559998,259.682953,123715300
2018-04-05,265.549988,266.640015,264.320007,265.640015,261.732361,82652600
2018-04-06,263.420013,265.109985,258.000000,259.720001,255.899429,179521200
2018-04-09,261.369995,264.839996,259.940002,261.000000,257.160614,105442900
2018-04-10,264.269989,266.040009,262.980011,265.149994,261.249573,103529000
2018-04-11,263.470001,265.640015,263.390015,263.760010,259.880035,91140200
